academic_strength,consistency,math_inclination,language_inclination,recommended_stream,counselling_reason
0.7666666666666667,1.0,0.69,0.75,Science,Strong academic performance with high mathematical ability
0.2833333333333333,0.5,0.67,0.695,Commerce,Moderate academics with good numerical and analytical skills
0.5166666666666667,1.0,0.79,0.7,Science,Strong academic performance with high mathematical ability
0.6666666666666667,1.0,0.72,0.775,Science,Strong academic performance with high mathematical ability
0.7833333333333333,1.0,0.62,0.59,Science,Strong academic performance with high mathematical ability
0.4833333333333333,1.0,0.77,0.945,Science,Strong academic performance with high mathematical ability
0.7166666666666667,1.0,0.75,0.7,Science,Strong academic performance with high mathematical ability
0.6166666666666667,0.5,0.87,0.75,Science,Strong academic performance with high mathematical ability
0.38333333333333336,0.25,0.52,0.67,Commerce,Moderate academics with good numerical and analytical skills
0.65,1.0,0.66,0.545,Science,Strong academic performance with high mathematical ability
0.38333333333333336,0.5,0.63,0.79,Commerce,Moderate academics with good numerical and analytical skills
0.4,0.5,0.46,0.575,Arts,Better inclination towards language-based or creative subjects
0.5833333333333333,1.0,0.59,0.705,Commerce,Moderate academics with good numerical and analytical skills
0.4666666666666667,1.0,0.61,0.71,Commerce,Moderate academics with good numerical and analytical skills
0.6333333333333333,1.0,0.63,0.61,Science,Strong academic performance with high mathematical ability
0.5833333333333333,1.0,0.42,0.675,Commerce,Moderate academics with good numerical and analytical skills
0.5,1.0,0.59,0.615,Commerce,Moderate academics with good numerical and analytical skills
0.8333333333333334,1.0,0.8,0.895,Science,Strong academic performance with high mathematical ability
0.65,1.0,0.58,0.605,Science,Strong academic performance with high mathematical ability
0.6166666666666667,0.5,0.85,0.81,Science,Strong academic performance with high mathematical ability
0.5333333333333333,1.0,0.52,0.58,Commerce,Moderate academics with good numerical and analytical skills
0.7666666666666667,1.0,0.27,0.33,Commerce,Moderate academics with good numerical and analytical skills
0.5833333333333333,1.0,0.59,0.59,Commerce,Moderate academics with good numerical and analytical skills
0.5,1.0,0.49,0.59,Commerce,Moderate academics with good numerical and analytical skills
0.65,1.0,0.69,0.555,Science,Strong academic performance with high mathematical ability
0.21666666666666665,0.5,0.61,0.635,Commerce,Moderate academics with good numerical and analytical skills
0.5166666666666667,1.0,0.44,0.61,Commerce,Moderate academics with good numerical and analytical skills
0.6166666666666667,1.0,0.73,0.845,Science,Strong academic performance with high mathematical ability
0.38333333333333336,0.3333333333333333,0.84,0.74,Commerce,Moderate academics with good numerical and analytical skills
0.6333333333333333,1.0,0.45,0.715,Commerce,Moderate academics with good numerical and analytical skills
0.5833333333333333,1.0,0.74,0.73,Commerce,Moderate academics with good numerical and analytical skills
0.26666666666666666,1.0,0.82,0.965,Science,Strong academic performance with high mathematical ability
0.9333333333333333,1.0,0.59,0.715,Science,Strong academic performance with high mathematical ability
0.4333333333333333,1.0,0.46,0.42,Arts,Better inclination towards language-based or creative subjects
0.7333333333333333,0.3333333333333333,0.8,0.86,Science,Strong academic performance with high mathematical ability
0.45,1.0,0.85,0.975,Science,Strong academic performance with high mathematical ability
0.75,1.0,0.71,0.8,Science,Strong academic performance with high mathematical ability
0.5,1.0,0.66,0.63,Commerce,Moderate academics with good numerical and analytical skills
0.7166666666666667,1.0,0.8,0.845,Science,Strong academic performance with high mathematical ability
0.33333333333333337,1.0,0.87,0.975,Science,Strong academic performance with high mathematical ability
0.5333333333333333,1.0,0.79,0.76,Science,Strong academic performance with high mathematical ability
0.18333333333333332,0.5,0.38,0.47,Arts,Better inclination towards language-based or creative subjects
0.26666666666666666,0.5,0.38,0.43,Arts,Better inclination towards language-based or creative subjects
0.4833333333333333,1.0,0.67,0.755,Commerce,Moderate academics with good numerical and analytical skills
0.2833333333333333,1.0,0.64,0.715,Commerce,Moderate academics with good numerical and analytical skills
0.2,0.5,0.57,0.725,Commerce,Moderate academics with good numerical and analytical skills
0.4,1.0,0.62,0.64,Commerce,Moderate academics with good numerical and analytical skills
0.18333333333333332,0.5,0.73,0.725,Commerce,Moderate academics with good numerical and analytical skills
0.45,0.3333333333333333,0.73,0.63,Commerce,Moderate academics with good numerical and analytical skills
0.7666666666666667,1.0,0.77,0.725,Science,Strong academic performance with high mathematical ability
0.4166666666666667,0.25,0.76,0.67,Commerce,Moderate academics with good numerical and analytical skills
0.55,1.0,0.57,0.55,Commerce,Moderate academics with good numerical and analytical skills
0.4333333333333333,1.0,0.65,0.755,Commerce,Moderate academics with good numerical and analytical skills
